model,cluster_id,z_n_peaks,z_mean_ibi_ms,z_sdnn_ms,z_rmssd_ms,z_cv_ibi,z_pnn50,z_mean_hr_bpm,z_arrhythmia_risk_score,z_snr,z_baseline_drift
cluster_kmeans_k2,1,-1.2006920959753997,2.049829316004084,5.783480787739648,5.757335521902602,5.572071859132225,0.9859011885473481,-1.8682104163776696,2.2196217670537783,3.552683993862896,1.9086994488962805
cluster_kmeans_k2,2,0.032451137729064945,-0.055400792324435136,-0.15631029156053106,-0.1556036627541243,-0.15059653673330348,-0.026645978068847134,0.0504921734156133,-0.05998977748794004,-0.09601848632061864,-0.05158647159179131
cluster_kmeans_k3,1,-0.0734091482464021,-0.02329388290624011,-0.16061021678733767,-0.15996610334633335,-0.1800331277211028,-0.0721334100407567,-0.028366083921967766,-0.12327642534998978,-0.03152894089139308,-0.03908766160000947
cluster_kmeans_k3,2,-1.2006920959753997,2.049829316004084,5.783480787739648,5.757335521902602,5.572071859132225,0.9859011885473481,-1.8682104163776696,2.2196217670537783,3.552683993862896,1.9086994488962805
cluster_kmeans_k3,3,3.843421432845878,-1.211249531379459,-0.0015129833954931832,0.001444198565401366,0.9091207388274721,1.6109015729198959,2.889389437568533,2.218329545545854,-2.4176421217727384,-0.5015436312959373
