0	66.169
16.6667	65.2575
33.3333	62.7955
50	64.9219
66.6667	61.7567
83.3333	61.0533
100	48.6846
116.6667	47.3671
133.3333	52.7709
150	50.7542
166.6667	55.3986
183.3333	42.6135
200	47.3838
216.6667	54.508
233.3333	80.2781
250	97.8036
266.6667	99.5236
283.3333	77.214
300	65.5138
316.6667	69.2197
333.3333	70.6429
350	75.7702
366.6667	74.1103
383.3333	71.3189
400	67.7349
416.6667	67.5848
433.3333	66.4731
450	68.7332
466.6667	64.0509
483.3333	54.669
500	47.0488
516.6667	45.5272
533.3333	48.5549
550	51.2305
566.6667	48.7416
583.3333	44.3963
600	43.5358
616.6667	47.3347
633.3333	69.0275
650	93.1186
666.6667	105.1069
683.3333	98.6575
700	68.8936
716.6667	72.086
733.3333	73.0105
750	81.1033
766.6667	85.3045
783.3333	75.1441
800	75.4826
816.6667	65.4078
833.3333	68.3802
850	65.7363
866.6667	71.975
883.3333	64.5506
900	53.8964
916.6667	46.4383
933.3333	50.0765
950	51.5441
966.6667	45.8609
983.3333	44.0725
1000	41.0386
1016.6667	39.9767
1033.3334	41.4294
1050	56.3717
1066.6666	76.5718
1083.3334	101.1293
1100	103.435
1116.6666	75.757
1133.3334	66.8964
1150	69.9707
1166.6666	76.8238
1183.3334	77.4584
1200	75.3988
1216.6666	67.8372
1233.3334	63.4334
1250	64.5599
1266.6666	65.3777
1283.3334	69.7515
1300	68.4646
1316.6666	60.1622
1333.3334	49.1029
1350	48.6696
1366.6666	47.6668
1383.3334	51.1304
1400	51.7102
1416.6666	43.8344
1433.3334	42.6478
1450	39.9014
1466.6666	50.739
1483.3334	73.4067
1500	92.2004
1516.6666	100.7216
1533.3334	76.6068
1550	64.2022
1566.6666	66.6471
1583.3334	69.0745
1600	71.5871
1616.6666	71.7969
1633.3334	68.2798
1650	66.1108
1666.6666	69.9583
1683.3334	69.3786
1700	69.3842
1716.6666	65.603
1733.3334	63.0293
1750	53.5754
1766.6666	49.1287
1783.3334	48.1089
1800	47.4159
1816.6666	42.8307
1833.3334	39.9831
1850	39.4067
1866.6666	41.3508
1883.3334	61.4201
1900	80.6393
1916.6666	101.2088
1933.3334	93.0129
1950	70.5696
1966.6666	64.6356
1983.3334	67.103
2000	71.25
2016.6666	75.4736
2033.3334	68.5945
2050	65.2003
2066.6667	61.9357
2083.3333	62.6017
2100	61.4722
2116.6667	60.4772
2133.3333	59.8687
2150	55.1467
2166.6667	47.9077
2183.3333	47.6801
2200	48.5468
2216.6667	47.4529
2233.3333	48.271
2250	43.9804
2266.6667	39.3869
2283.3333	39.07
2300	52.9775
2316.6667	74.4554
2333.3333	94.8859
2350	102.6262
2366.6667	75.4423
2383.3333	64.5659
2400	70.3215
2416.6667	74.2873
2433.3333	76.483
2450	76.2766
2466.6667	72.6574
2483.3333	65.1591
2500	64.4023
2516.6667	67.5237
2533.3333	69.4089
2550	63.5423
2566.6667	55.0782
2583.3333	47.4872
2600	47.162
2616.6667	47.2463
2633.3333	49.1952
2650	47.5999
2666.6667	40.641
2683.3333	37.5931
2700	46.2553
2716.6667	67.2778
2733.3333	87.5754
2750	97.507
2766.6667	79.4282
2783.3333	65.3798
2800	66.813
2816.6667	64.7509
2833.3333	71.7305
2850	70.7135
2866.6667	68.8176
2883.3333	69.5075
2900	67.2254
2916.6667	70.5815
2933.3333	66.543
2950	67.7768
2966.6667	63.3698
2983.3333	54.7252
3000	47.5068
3016.6667	48.7406
3033.3333	51.1989
3050	47.8938
3066.6667	43.9492
3083.3333	42.8435
3100	52.9405
3116.6667	67.937
3133.3333	89.2958
3150	100.6774
3166.6667	79.3843
3183.3333	66.7285
3200	67.3401
3216.6667	68.9473
3233.3333	70.016
3250	70.2036
3266.6667	68.9274
3283.3333	68.2443
3300	69.7178
3316.6667	68.1847
3333.3333	65.8515
3350	66.3331
3366.6667	62.7523
3383.3333	50.4113
3400	48.3926
3416.6667	49.3147
3433.3333	50.6058
3450	47.3851
3466.6667	43.4278
3483.3333	41.9146
3500	52.1173
3516.6667	69.081
3533.3333	88.026
3550	100.2577
3566.6667	79.5687
3583.3333	62.6013
3600	69.3365
3616.6667	68.5576
3633.3333	70.8222
3650	69.3369
3666.6667	64.9641
3683.3333	60.7956
3700	60.9405
3716.6667	65.7426
3733.3333	65.3718
3750	63.8637
3766.6667	59.9493
3783.3333	47.4914
3800	58.328
3816.6667	61.4739
3833.3333	49.1848
3850	43.0327
3866.6667	40.4546
3883.3333	46.918
3900	63.4577
3916.6667	82.8505
3933.3333	103.277
3950	89.8364
3966.6667	68.9929
3983.3333	64.0441
4000	65.05
4016.6667	70.8593
4033.3333	69.8043
4050	66.2688
4066.6667	64.5508
4083.3333	63.6823
4100	63.7486
4116.6665	65.9092
4133.3335	70.4529
4150	65.5322
4166.6665	55.5156
4183.3335	46.252
4200	48.5327
4216.6665	54.8979
4233.3335	52.286
4250	47.831
4266.6665	45.4627
4283.3335	61.1654
4300	84.6569
4316.6665	100.9207
4333.3335	101.4293
4350	74.7592
4366.6665	66.8278
4383.3335	69.5807
4400	69.5895
4416.6665	73.2135
4433.3335	70.3327
4450	65.5801
4466.6665	67.1028
4483.3335	68.7426
4500	65.8183
4516.6665	67.9292
4533.3335	62.2741
4550	52.8283
4566.6665	47.1851
4583.3335	49.8405
4600	49.2597
4616.6665	47.7987
4633.3335	43.9523
4650	44.4607
4666.6665	49.7318
4683.3335	65.2267
4700	84.6719
4716.6665	117.007
4733.3335	91.1722
4750	62.6265
4766.6665	63.0382
4783.3335	69.6606
4800	69.222
4816.6665	69.2505
4833.3335	61.7026
4850	61.6965
4866.6665	61.2715
4883.3335	65.2213
4900	68.3896
4916.6665	66.146
4933.3335	51.9806
4950	45.8154
4966.6665	49.2697
4983.3335	49.7182
5000	46.17
5016.6665	42.7685
5033.3335	42.2881
5050	45.4775
5066.6665	63.7612
5083.3335	82.1256
5100	105.806
5116.6665	91.5779
5133.3335	69.136
5150	63.3998
5166.6665	65.5832
5183.3335	72.0486
5200	73.0242
5216.6665	68.6474
5233.3335	71.4719
5250	67.2201
5266.6665	63.5599
5283.3335	67.8166
5300	68.6926
5316.6665	67.096
5333.3335	57.9026
5350	48.6813
5366.6665	49.8706
5383.3335	50.4292
5400	48.8601
5416.6665	46.0524
5433.3335	42.5185
5450	50.119
5466.6665	69.8179
5483.3335	88.3637
5500	111.3671
5516.6665	91.987
5533.3335	74.0413
5550	71.5803
5566.6665	70.5711
5583.3335	76.2463
5600	78.5845
5616.6665	71.5323
5633.3335	69.3058
5650	69.1653
5666.6665	66.113
5683.3335	63.7856
5700	69.0076
5716.6665	68.7035
5733.3335	55.9167
5750	44.7618
5766.6665	46.0939
5783.3335	50.8246
5800	51.2423
5816.6665	43.6177
5833.3335	40.1775
5850	45.2869
5866.6665	67.1107
5883.3335	87.1947
5900	103.9492
5916.6665	87.6756
5933.3335	66.5308
5950	69.4699
5966.6665	73.7201
5983.3335	69.557
6000	71.1091
6016.6665	69.9101
6033.3335	64.7917
6050	65.8605
6066.6665	62.6476
6083.3335	70.9408
6100	70.0692
6116.6665	64.7307
6133.3335	55.8169
6150	48.335
6166.6665	49.2582
6183.3335	50.9166
6200	48.8191
6216.6665	44.8195
6233.3335	41.4442
6250	42.0213
6266.6665	59.097
6283.3335	72.6653
6300	99.6943
6316.6665	97.0371
6333.3335	73.4778
6350	69.3314
6366.6665	72.87
6383.3335	71.358
6400	75.2335
6416.6665	67.9616
6433.3335	62.5865
6450	63.4435
6466.6665	62.4966
6483.3335	66.1265
6500	64.6936
6516.6665	67.3419
6533.3335	61.6973
6550	51.4067
6566.6665	49.3081
6583.3335	52.684
6600	53.4483
6616.6665	48.2045
6633.3335	40.7815
6650	37.1888
6666.6665	39.9507
6683.3335	59.914
6700	79.7812
6716.6665	102.6236
6733.3335	93.9595
6750	69.4014
6766.6665	68.6269
6783.3335	69.0647
6800	74.4937
6816.6665	78.8773
6833.3335	68.742
6850	65.8468
6866.6665	69.581
6883.3335	62.066
6900	62.5049
6916.6665	64.8876
6933.3335	64.3834
6950	57.3099
6966.6665	48.7013
6983.3335	50.9433
7000	52.6389
7016.6665	46.8977
7033.3335	44.5932
7050	40.3776
7066.6665	38.4652
7083.3335	49.6182
7100	72.1167
7116.6665	100.3856
7133.3335	106.6573
7150	82.5425
7166.6665	66.7245
7183.3335	69.3633
7200	70.9281
7216.6665	74.0279
7233.3335	72.5516
7250	67.3797
7266.6665	72.5642
7283.3335	68.4948
7300	63.4331
7316.6665	67.9391
7333.3335	69.1332
7350	58.646
7366.6665	48.2627
7383.3335	46.1889
7400	50.815
7416.6665	53.4404
7433.3335	46.4035
7450	44.6845
7466.6665	41.4105
7483.3335	44.9603
7500	65.291
7516.6665	85.2855
7533.3335	103.5796
7550	82.6831
7566.6665	67.5354
7583.3335	70.1823
7600	68.0266
7616.6665	72.3359
7633.3335	70.1992
7650	66.5691
7666.6665	64.9111
7683.3335	63.709
7700	61.5351
7716.6665	66.2586
7733.3335	66.4596
7750	66.467
7766.6665	60.8602
7783.3335	51.6591
7800	48.5341
7816.6665	51.7402
7833.3335	49.0201
7850	45.4262
7866.6665	41.1961
7883.3335	49.8865
7900	68.0795
7916.6665	91.2352
7933.3335	103.3502
7950	82.917
7966.6665	70.8657
7983.3335	73.8802
8000	71.7334
8016.6665	75.3581
8033.3335	75.8859
8050	72.812
8066.6665	69.5738
8083.3335	63.6507
8100	65.3349
8116.6665	69.6855
8133.3335	68.2865
8150	63.5285
8166.6665	49.4334
8183.3335	46.1331
8200	50.9598
8216.667	49.2625
8233.333	44.7445
8250	43.4958
